product;assembly;part_number;process_sequence;process;machine;processing_hours;working_hours_per_day;assigned_staff;maintenance_between_operations;maintenance_time_hours
Корпус;Assembly_55;Part_01300;3;Drilling;Сверлильный станок 1;1,55;16;3;yes;1,1
Корпус;Assembly_55;Part_01300;4;Grinding;Шлифовальный станок 1;1,9;16;3;no;0,78
Корпус;Assembly_56;Part_00620;1;Forging;Кузнечный пресс 1;3,93;;;;
Корпус;Assembly_56;Part_00620;2;Turning;Токарный станок 1;3,61;20;2;yes;0,49
Корпус;Assembly_56;Part_00620;3;Grinding;Шлифовальный станок 1;1,07;16;3;no;0,78
Корпус;Assembly_57;Part_00934;1;Casting;Литейная установка 1;4,74;;;;
Корпус;Assembly_57;Part_00934;2;Milling;Фрезерный станок 1;2,47;16;1;no;1,44
Корпус;Assembly_57;Part_00934;3;Drilling;Сверлильный станок 1;1,66;16;3;yes;1,1
Корпус;Assembly_57;Part_01189;1;Cutting;Ленточнопильный станок 1;1,37;16;2;no;0,53
Корпус;Assembly_57;Part_01189;2;Milling;Фрезерный станок 1;2,23;16;1;no;1,44
Корпус;Assembly_57;Part_01189;3;Heat treatment;Печь термообработки 1;7,43;20;1;no;0,2
Корпус;Assembly_57;Part_01189;4;Grinding;Шлифовальный станок 1;2,64;16;3;no;0,78
Корпус;Assembly_57;Part_01192;1;Casting;Литейная установка 1;2,82;;;;
Корпус;Assembly_57;Part_01192;2;Milling;Фрезерный станок 1;3,44;16;1;no;1,44
Корпус;Assembly_57;Part_01192;3;Drilling;Сверлильный станок 1;1,04;16;3;yes;1,1
Корпус;Assembly_60;Part_00120;1;Forging;Кузнечный пресс 1;2,82;;;;
Корпус;Assembly_60;Part_00120;2;Turning;Токарный станок 2;1,69;16;3;no;1,26
Корпус;Assembly_60;Part_00120;3;Grinding;Шлифовальный станок 1;2,56;16;3;no;0,78
Корпус;Assembly_60;Part_00211;1;Forging;Кузнечный пресс 1;2,93;;;;
Корпус;Assembly_60;Part_00211;2;Turning;Токарный станок 1;2,07;20;2;yes;0,49
Корпус;Assembly_60;Part_00211;3;Grinding;Шлифовальный станок 1;2,77;16;3;no;0,78
Корпус;Assembly_60;Part_00747;1;Cutting;Ленточнопильный станок 1;1,29;16;2;no;0,53
Корпус;Assembly_60;Part_00747;2;Turning;Токарный станок 2;3,54;16;3;no;1,26
Корпус;Assembly_60;Part_00747;3;Heat treatment;Печь термообработки 1;3,91;20;1;no;0,2
Корпус;Assembly_60;Part_00747;4;Grinding;Шлифовальный станок 1;2,45;16;3;no;0,78
Корпус;Assembly_60;Part_00747;5;Polishing;Полировальный станок 1;1,32;24;2;yes;1,29
Корпус;Assembly_7;Part_00833;1;Cutting;Ленточнопильный станок 2;0,84;16;2;yes;0,26
Корпус;Assembly_7;Part_00833;2;Milling;Фрезерный станок 2;4,27;24;2;yes;0,67
Корпус;Assembly_7;Part_00833;3;Heat treatment;Печь термообработки 1;4,4;20;1;no;0,2
Корпус;Assembly_7;Part_00833;4;Grinding;Шлифовальный станок 1;1,14;16;3;no;0,78
Корпус;Assembly_8;Part_00475;1;Forging;Кузнечный пресс 1;3,91;;;;
Корпус;Assembly_8;Part_00475;2;Turning;Токарный станок 2;3,26;16;3;no;1,26
Корпус;Assembly_8;Part_00475;3;Grinding;Шлифовальный станок 1;1,65;16;3;no;0,78
Корпус;Assembly_8;Part_00696;1;Casting;Литейная установка 1;3,15;;;;
Корпус;Assembly_8;Part_00696;2;Milling;Фрезерный станок 1;2,66;16;1;no;1,44
Корпус;Assembly_8;Part_00696;3;Drilling;Сверлильный станок 1;1,6;16;3;yes;1,1
Корпус;Assembly_8;Part_01133;1;Cutting;Ленточнопильный станок 2;0,92;16;2;yes;0,26
Корпус;Assembly_8;Part_01133;2;Turning;Токарный станок 2;3,41;16;3;no;1,26
Корпус;Assembly_8;Part_01133;3;Heat treatment;Печь термообработки 1;6,74;20;1;no;0,2
Корпус;Assembly_8;Part_01133;4;Grinding;Шлифовальный станок 1;1,84;16;3;no;0,78
Корпус;Assembly_8;Part_01133;5;Polishing;Полировальный станок 1;1,08;24;2;yes;1,29
Обтекатель;Assembly_11;Part_00688;1;Cutting;Ленточнопильный станок 2;1,37;16;2;yes;0,26
Обтекатель;Assembly_12;Part_00196;1;Casting;Литейная установка 1;2,68;;;;
Обтекатель;Assembly_12;Part_00968;1;Forging;Кузнечный пресс 1;3,09;;;;
Обтекатель;Assembly_15;Part_00016;1;Forging;Кузнечный пресс 1;2,79;;;;
Обтекатель;Assembly_15;Part_00160;1;Cutting;Ленточнопильный станок 1;1,02;16;2;no;0,53
Обтекатель;Assembly_15;Part_00807;1;Casting;Литейная установка 1;2,8;;;;
Обтекатель;Assembly_19;Part_00364;1;Casting;Литейная установка 1;3,75;;;;
Обтекатель;Assembly_19;Part_01081;1;Forging;Кузнечный пресс 1;3,86;;;;
Обтекатель;Assembly_19;Part_01111;1;Cutting;Ленточнопильный станок 1;1,1;16;2;no;0,53
Обтекатель;Assembly_2;Part_00705;1;Cutting;Ленточнопильный станок 1;0,87;16;2;no;0,53
Обтекатель;Assembly_20;Part_00015;1;Cutting;Ленточнопильный станок 2;0,84;16;2;yes;0,26
Обтекатель;Assembly_20;Part_00469;1;Cutting;Ленточнопильный станок 2;0,65;16;2;yes;0,26
Обтекатель;Assembly_22;Part_00752;1;Cutting;Ленточнопильный станок 2;0,8;16;2;yes;0,26
Обтекатель;Assembly_23;Part_00059;1;Cutting;Ленточнопильный станок 2;1,3;16;2;yes;0,26
Обтекатель;Assembly_23;Part_00951;1;Cutting;Ленточнопильный станок 1;0,87;16;2;no;0,53
Обтекатель;Assembly_25;Part_00071;1;Cutting;Ленточнопильный станок 1;1,38;16;2;no;0,53
Обтекатель;Assembly_25;Part_00220;1;Cutting;Ленточнопильный станок 2;1,1;16;2;yes;0,26
Обтекатель;Assembly_25;Part_00625;1;Cutting;Ленточнопильный станок 1;0,98;16;2;no;0,53
Обтекатель;Assembly_26;Part_00504;1;Forging;Кузнечный пресс 1;3,31;;;;
Обтекатель;Assembly_27;Part_00584;1;Forging;Кузнечный пресс 1;2,59;;;;
Обтекатель;Assembly_28;Part_00149;1;Forging;Кузнечный пресс 1;3,18;;;;
Обтекатель;Assembly_28;Part_00473;1;Cutting;Ленточнопильный станок 1;0,67;16;2;no;0,53
Обтекатель;Assembly_28;Part_00533;1;Cutting;Ленточнопильный станок 2;0,69;16;2;yes;0,26
Обтекатель;Assembly_29;Part_00966;1;Cutting;Ленточнопильный станок 1;1,13;16;2;no;0,53
Обтекатель;Assembly_3;Part_00072;1;Casting;Литейная установка 1;3,57;;;;
Обтекатель;Assembly_3;Part_01107;1;Cutting;Ленточнопильный станок 1;0,78;16;2;no;0,53
Обтекатель;Assembly_30;Part_00281;1;Casting;Литейная установка 1;2,71;;;;
Обтекатель;Assembly_30;Part_01265;1;Forging;Кузнечный пресс 1;2,15;;;;
Обтекатель;Assembly_31;Part_00248;1;Cutting;Ленточнопильный станок 2;0,76;16;2;yes;0,26
Обтекатель;Assembly_35;Part_00119;1;Cutting;Ленточнопильный станок 1;1,42;16;2;no;0,53
Обтекатель;Assembly_35;Part_00675;1;Cutting;Ленточнопильный станок 1;0,7;16;2;no;0,53
Обтекатель;Assembly_35;Part_00689;1;Cutting;Ленточнопильный станок 1;1,01;16;2;no;0,53
Обтекатель;Assembly_35;Part_00882;1;Forging;Кузнечный пресс 1;2,28;;;;
Обтекатель;Assembly_36;Part_00895;1;Cutting;Ленточнопильный станок 1;0,87;16;2;no;0,53
Обтекатель;Assembly_37;Part_00278;1;Casting;Литейная установка 1;2,97;;;;
Обтекатель;Assembly_39;Part_00952;1;Forging;Кузнечный пресс 1;3,75;;;;
Обтекатель;Assembly_4;Part_01296;1;Cutting;Ленточнопильный станок 1;0,63;16;2;no;0,53
Обтекатель;Assembly_40;Part_00510;1;Cutting;Ленточнопильный станок 2;1,43;16;2;yes;0,26
Обтекатель;Assembly_41;Part_00297;1;Cutting;Ленточнопильный станок 2;1,14;16;2;yes;0,26
Обтекатель;Assembly_41;Part_00755;1;Cutting;Ленточнопильный станок 1;0,58;16;2;no;0,53
Обтекатель;Assembly_43;Part_01268;1;Casting;Литейная установка 1;2,43;;;;
Обтекатель;Assembly_45;Part_00687;1;Cutting;Ленточнопильный станок 2;0,92;16;2;yes;0,26
Обтекатель;Assembly_46;Part_00394;1;Cutting;Ленточнопильный станок 2;0,93;16;2;yes;0,26
Обтекатель;Assembly_46;Part_00745;1;Cutting;Ленточнопильный станок 1;1,09;16;2;no;0,53
Обтекатель;Assembly_48;Part_00078;1;Forging;Кузнечный пресс 1;2,18;;;;
Обтекатель;Assembly_5;Part_00295;1;Cutting;Ленточнопильный станок 1;0,68;16;2;no;0,53
Обтекатель;Assembly_51;Part_00040;1;Forging;Кузнечный пресс 1;3,95;;;;
Обтекатель;Assembly_51;Part_00680;1;Cutting;Ленточнопильный станок 2;0,79;16;2;yes;0,26
Обтекатель;Assembly_52;Part_00421;1;Cutting;Ленточнопильный станок 2;0,98;16;2;yes;0,26
Обтекатель;Assembly_52;Part_00597;1;Cutting;Ленточнопильный станок 2;1,19;16;2;yes;0,26
Обтекатель;Assembly_52;Part_00605;1;Forging;Кузнечный пресс 1;3,01;;;;
Обтекатель;Assembly_52;Part_01323;1;Cutting;Ленточнопильный станок 2;0,76;16;2;yes;0,26
Обтекатель;Assembly_56;Part_00308;1;Cutting;Ленточнопильный станок 1;1,24;16;2;no;0,53
Обтекатель;Assembly_7;Part_00783;1;Forging;Кузнечный пресс 1;3,87;;;;
Обтекатель;Assembly_9;Part_00367;1;Cutting;Ленточнопильный станок 2;0,85;16;2;yes;0,26
Обтекатель;Assembly_11;Part_00688;2;Turning;Токарный станок 2;3,93;16;3;no;1,26
Обтекатель;Assembly_12;Part_00196;2;Milling;Фрезерный станок 2;5,34;24;2;yes;0,67
Обтекатель;Assembly_12;Part_00968;2;Turning;Токарный станок 1;4,67;20;2;yes;0,49
Обтекатель;Assembly_15;Part_00016;2;Turning;Токарный станок 1;4,02;20;2;yes;0,49
Обтекатель;Assembly_15;Part_00160;2;Milling;Фрезерный станок 1;2,14;16;1;no;1,44
Обтекатель;Assembly_15;Part_00807;2;Milling;Фрезерный станок 2;3,88;24;2;yes;0,67
Обтекатель;Assembly_19;Part_00364;2;Milling;Фрезерный станок 2;5,34;24;2;yes;0,67
Обтекатель;Assembly_19;Part_01081;2;Turning;Токарный станок 1;3,69;20;2;yes;0,49
Обтекатель;Assembly_19;Part_01111;2;Turning;Токарный станок 1;2,91;20;2;yes;0,49
Обтекатель;Assembly_2;Part_00705;2;Milling;Фрезерный станок 2;2,18;24;2;yes;0,67
Обтекатель;Assembly_20;Part_00015;2;Milling;Фрезерный станок 1;3,03;16;1;no;1,44
Обтекатель;Assembly_20;Part_00469;2;Turning;Токарный станок 1;2,14;20;2;yes;0,49
Обтекатель;Assembly_22;Part_00752;2;Milling;Фрезерный станок 1;4,88;16;1;no;1,44
Обтекатель;Assembly_23;Part_00059;2;Milling;Фрезерный станок 2;5,5;24;2;yes;0,67
Обтекатель;Assembly_23;Part_00951;2;Milling;Фрезерный станок 1;2,34;16;1;no;1,44
Обтекатель;Assembly_25;Part_00071;2;Milling;Фрезерный станок 1;4,26;16;1;no;1,44
Обтекатель;Assembly_25;Part_00220;2;Turning;Токарный станок 1;2,32;20;2;yes;0,49
Обтекатель;Assembly_25;Part_00625;2;Milling;Фрезерный станок 2;5,31;24;2;yes;0,67
Обтекатель;Assembly_26;Part_00504;2;Turning;Токарный станок 1;4,45;20;2;yes;0,49
Обтекатель;Assembly_27;Part_00584;2;Turning;Токарный станок 1;2,71;20;2;yes;0,49
Обтекатель;Assembly_28;Part_00149;2;Turning;Токарный станок 2;4,28;16;3;no;1,26
Обтекатель;Assembly_28;Part_00473;2;Turning;Токарный станок 2;1,68;16;3;no;1,26
Обтекатель;Assembly_28;Part_00533;2;Turning;Токарный станок 2;2,17;16;3;no;1,26
Обтекатель;Assembly_29;Part_00966;2;Turning;Токарный станок 1;4,19;20;2;yes;0,49
Обтекатель;Assembly_3;Part_00072;2;Milling;Фрезерный станок 1;2,17;16;1;no;1,44
Обтекатель;Assembly_3;Part_01107;2;Milling;Фрезерный станок 1;2,83;16;1;no;1,44
Обтекатель;Assembly_30;Part_00281;2;Milling;Фрезерный станок 1;3,38;16;1;no;1,44
Обтекатель;Assembly_30;Part_01265;2;Turning;Токарный станок 2;2,46;16;3;no;1,26
Обтекатель;Assembly_31;Part_00248;2;Milling;Фрезерный станок 2;5,98;24;2;yes;0,67
Обтекатель;Assembly_35;Part_00119;2;Milling;Фрезерный станок 1;3,52;16;1;no;1,44
Обтекатель;Assembly_35;Part_00675;2;Milling;Фрезерный станок 1;3,31;16;1;no;1,44
Обтекатель;Assembly_35;Part_00689;2;Turning;Токарный станок 1;4,89;20;2;yes;0,49
Обтекатель;Assembly_35;Part_00882;2;Turning;Токарный станок 1;4,97;20;2;yes;0,49
Обтекатель;Assembly_36;Part_00895;2;Milling;Фрезерный станок 2;5,07;24;2;yes;0,67
Обтекатель;Assembly_37;Part_00278;2;Milling;Фрезерный станок 1;2,88;16;1;no;1,44
Обтекатель;Assembly_39;Part_00952;2;Turning;Токарный станок 1;4,73;20;2;yes;0,49
Обтекатель;Assembly_4;Part_01296;2;Turning;Токарный станок 1;2,16;20;2;yes;0,49
Обтекатель;Assembly_40;Part_00510;2;Turning;Токарный станок 1;2,83;20;2;yes;0,49
Обтекатель;Assembly_41;Part_00297;2;Milling;Фрезерный станок 2;3,38;24;2;yes;0,67
Обтекатель;Assembly_41;Part_00755;2;Turning;Токарный станок 1;2,15;20;2;yes;0,49
Обтекатель;Assembly_43;Part_01268;2;Milling;Фрезерный станок 1;4,94;16;1;no;1,44
Обтекатель;Assembly_45;Part_00687;2;Milling;Фрезерный станок 2;3,38;24;2;yes;0,67
Обтекатель;Assembly_46;Part_00394;2;Turning;Токарный станок 2;3,03;16;3;no;1,26
Обтекатель;Assembly_46;Part_00745;2;Turning;Токарный станок 1;4,12;20;2;yes;0,49
Обтекатель;Assembly_48;Part_00078;2;Turning;Токарный станок 2;1,8;16;3;no;1,26
Обтекатель;Assembly_5;Part_00295;2;Milling;Фрезерный станок 1;4,88;16;1;no;1,44
Обтекатель;Assembly_51;Part_00040;2;Turning;Токарный станок 1;1,72;20;2;yes;0,49
Обтекатель;Assembly_51;Part_00680;2;Milling;Фрезерный станок 2;5,34;24;2;yes;0,67
Обтекатель;Assembly_52;Part_00421;2;Milling;Фрезерный станок 1;5,5;16;1;no;1,44
Обтекатель;Assembly_52;Part_00597;2;Turning;Токарный станок 2;2,54;16;3;no;1,26
Обтекатель;Assembly_52;Part_00605;2;Turning;Токарный станок 2;3,73;16;3;no;1,26
Обтекатель;Assembly_52;Part_01323;2;Milling;Фрезерный станок 1;2,74;16;1;no;1,44
Обтекатель;Assembly_56;Part_00308;2;Milling;Фрезерный станок 2;4,37;24;2;yes;0,67
Обтекатель;Assembly_7;Part_00783;2;Turning;Токарный станок 1;1,57;20;2;yes;0,49
Обтекатель;Assembly_9;Part_00367;2;Turning;Токарный станок 2;1,64;16;3;no;1,26
Обтекатель;Assembly_11;Part_00688;3;Heat treatment;Печь термообработки 1;5,65;20;1;no;0,2
Обтекатель;Assembly_12;Part_00196;3;Drilling;Сверлильный станок 1;1,8;16;3;yes;1,1
Обтекатель;Assembly_12;Part_00968;3;Grinding;Шлифовальный станок 1;1,29;16;3;no;0,78
Обтекатель;Assembly_15;Part_00016;3;Grinding;Шлифовальный станок 1;1,89;16;3;no;0,78
Обтекатель;Assembly_15;Part_00160;3;Drilling;Сверлильный станок 1;0,81;16;3;yes;1,1
Обтекатель;Assembly_15;Part_00807;3;Drilling;Сверлильный станок 1;1,67;16;3;yes;1,1
Обтекатель;Assembly_19;Part_00364;3;Drilling;Сверлильный станок 1;0,64;16;3;yes;1,1
Обтекатель;Assembly_19;Part_01081;3;Grinding;Шлифовальный станок 1;1,86;16;3;no;0,78
Обтекатель;Assembly_19;Part_01111;3;Heat treatment;Печь термообработки 1;6,31;20;1;no;0,2
Обтекатель;Assembly_2;Part_00705;3;Drilling;Сверлильный станок 1;0,83;16;3;yes;1,1
Обтекатель;Assembly_20;Part_00015;3;Drilling;Сверлильный станок 1;1,85;16;3;yes;1,1
Обтекатель;Assembly_20;Part_00469;3;Heat treatment;Печь термообработки 1;4,28;20;1;no;0,2
Обтекатель;Assembly_22;Part_00752;3;Drilling;Сверлильный станок 1;1,14;16;3;yes;1,1
Обтекатель;Assembly_23;Part_00059;3;Heat treatment;Печь термообработки 1;3,76;20;1;no;0,2
Обтекатель;Assembly_23;Part_00951;3;Heat treatment;Печь термообработки 1;5,69;20;1;no;0,2
Обтекатель;Assembly_25;Part_00071;3;Drilling;Сверлильный станок 1;0,69;16;3;yes;1,1
Обтекатель;Assembly_25;Part_00220;3;Heat treatment;Печь термообработки 1;4,92;20;1;no;0,2
Обтекатель;Assembly_25;Part_00625;3;Drilling;Сверлильный станок 1;0,77;16;3;yes;1,1
Обтекатель;Assembly_26;Part_00504;3;Grinding;Шлифовальный станок 1;1,84;16;3;no;0,78
Обтекатель;Assembly_27;Part_00584;3;Grinding;Шлифовальный станок 1;1,36;16;3;no;0,78
Обтекатель;Assembly_28;Part_00149;3;Grinding;Шлифовальный станок 1;1,13;16;3;no;0,78
Обтекатель;Assembly_28;Part_00473;3;Heat treatment;Печь термообработки 1;6,54;20;1;no;0,2
Обтекатель;Assembly_28;Part_00533;3;Heat treatment;Печь термообработки 1;7,02;20;1;no;0,2
Обтекатель;Assembly_29;Part_00966;3;Heat treatment;Печь термообработки 1;5,97;20;1;no;0,2
Обтекатель;Assembly_3;Part_00072;3;Drilling;Сверлильный станок 1;1,67;16;3;yes;1,1
Обтекатель;Assembly_3;Part_01107;3;Drilling;Сверлильный станок 1;1,69;16;3;yes;1,1
Обтекатель;Assembly_30;Part_00281;3;Drilling;Сверлильный станок 1;0,53;16;3;yes;1,1
Обтекатель;Assembly_30;Part_01265;3;Grinding;Шлифовальный станок 1;1,41;16;3;no;0,78
Обтекатель;Assembly_31;Part_00248;3;Heat treatment;Печь термообработки 1;6,99;20;1;no;0,2
Обтекатель;Assembly_35;Part_00119;3;Heat treatment;Печь термообработки 1;5,3;20;1;no;0,2
Обтекатель;Assembly_35;Part_00675;3;Heat treatment;Печь термообработки 1;5,91;20;1;no;0,2
Обтекатель;Assembly_35;Part_00689;3;Heat treatment;Печь термообработки 1;6,56;20;1;no;0,2
Обтекатель;Assembly_35;Part_00882;3;Grinding;Шлифовальный станок 1;2,52;16;3;no;0,78
Обтекатель;Assembly_36;Part_00895;3;Drilling;Сверлильный станок 1;1,51;16;3;yes;1,1
Обтекатель;Assembly_37;Part_00278;3;Drilling;Сверлильный станок 1;0,76;16;3;yes;1,1
Обтекатель;Assembly_39;Part_00952;3;Grinding;Шлифовальный станок 1;1,83;16;3;no;0,78
Обтекатель;Assembly_4;Part_01296;3;Heat treatment;Печь термообработки 1;6,06;20;1;no;0,2
Обтекатель;Assembly_40;Part_00510;3;Heat treatment;Печь термообработки 1;3,08;20;1;no;0,2
Обтекатель;Assembly_41;Part_00297;3;Heat treatment;Печь термообработки 1;6,47;20;1;no;0,2
Обтекатель;Assembly_41;Part_00755;3;Heat treatment;Печь термообработки 1;3,92;20;1;no;0,2
Обтекатель;Assembly_43;Part_01268;3;Drilling;Сверлильный станок 1;0,95;16;3;yes;1,1
Обтекатель;Assembly_45;Part_00687;3;Heat treatment;Печь термообработки 1;3,31;20;1;no;0,2
Обтекатель;Assembly_46;Part_00394;3;Heat treatment;Печь термообработки 1;7,28;20;1;no;0,2
Обтекатель;Assembly_46;Part_00745;3;Heat treatment;Печь термообработки 1;3,7;20;1;no;0,2
Обтекатель;Assembly_48;Part_00078;3;Grinding;Шлифовальный станок 1;2,72;16;3;no;0,78
Обтекатель;Assembly_5;Part_00295;3;Drilling;Сверлильный станок 1;1,57;16;3;yes;1,1
Обтекатель;Assembly_51;Part_00040;3;Grinding;Шлифовальный станок 1;2,16;16;3;no;0,78
Обтекатель;Assembly_51;Part_00680;3;Heat treatment;Печь термообработки 1;4,03;20;1;no;0,2
Обтекатель;Assembly_52;Part_00421;3;Drilling;Сверлильный станок 1;1,2;16;3;yes;1,1
Обтекатель;Assembly_52;Part_00597;3;Heat treatment;Печь термообработки 1;4,86;20;1;no;0,2
Обтекатель;Assembly_52;Part_00605;3;Grinding;Шлифовальный станок 1;2,54;16;3;no;0,78
Обтекатель;Assembly_52;Part_01323;3;Drilling;Сверлильный станок 1;1,44;16;3;yes;1,1
Обтекатель;Assembly_56;Part_00308;3;Drilling;Сверлильный станок 1;1,19;16;3;yes;1,1
Обтекатель;Assembly_7;Part_00783;3;Grinding;Шлифовальный станок 1;1,31;16;3;no;0,78
Обтекатель;Assembly_9;Part_00367;3;Heat treatment;Печь термообработки 1;4,53;20;1;no;0,2
Обтекатель;Assembly_11;Part_00688;4;Grinding;Шлифовальный станок 1;1,13;16;3;no;0,78
Обтекатель;Assembly_15;Part_00160;4;Grinding;Шлифовальный станок 1;1,49;16;3;no;0,78
Обтекатель;Assembly_19;Part_01111;4;Grinding;Шлифовальный станок 1;2,46;16;3;no;0,78
Обтекатель;Assembly_2;Part_00705;4;Grinding;Шлифовальный станок 1;1,4;16;3;no;0,78
Обтекатель;Assembly_20;Part_00015;4;Grinding;Шлифовальный станок 1;2,93;16;3;no;0,78
Обтекатель;Assembly_20;Part_00469;4;Grinding;Шлифовальный станок 1;1,78;16;3;no;0,78
Обтекатель;Assembly_22;Part_00752;4;Grinding;Шлифовальный станок 1;1,34;16;3;no;0,78
Обтекатель;Assembly_23;Part_00059;4;Grinding;Шлифовальный станок 1;1,97;16;3;no;0,78
Обтекатель;Assembly_23;Part_00951;4;Grinding;Шлифовальный станок 1;1,5;16;3;no;0,78
Обтекатель;Assembly_25;Part_00071;4;Grinding;Шлифовальный станок 1;2,3;16;3;no;0,78
Обтекатель;Assembly_25;Part_00220;4;Grinding;Шлифовальный станок 1;1,19;16;3;no;0,78
Обтекатель;Assembly_25;Part_00625;4;Grinding;Шлифовальный станок 1;2,67;16;3;no;0,78
Обтекатель;Assembly_28;Part_00473;4;Grinding;Шлифовальный станок 1;2,94;16;3;no;0,78
Обтекатель;Assembly_28;Part_00533;4;Grinding;Шлифовальный станок 1;1,49;16;3;no;0,78
Обтекатель;Assembly_29;Part_00966;4;Grinding;Шлифовальный станок 1;1,17;16;3;no;0,78
Обтекатель;Assembly_3;Part_01107;4;Grinding;Шлифовальный станок 1;2,15;16;3;no;0,78
Обтекатель;Assembly_31;Part_00248;4;Grinding;Шлифовальный станок 1;2,33;16;3;no;0,78
Обтекатель;Assembly_35;Part_00119;4;Grinding;Шлифовальный станок 1;2,2;16;3;no;0,78
Обтекатель;Assembly_35;Part_00675;4;Grinding;Шлифовальный станок 1;2,02;16;3;no;0,78
Обтекатель;Assembly_35;Part_00689;4;Grinding;Шлифовальный станок 1;1,75;16;3;no;0,78
Обтекатель;Assembly_36;Part_00895;4;Grinding;Шлифовальный станок 1;1,46;16;3;no;0,78
Обтекатель;Assembly_4;Part_01296;4;Grinding;Шлифовальный станок 1;1,11;16;3;no;0,78
Обтекатель;Assembly_40;Part_00510;4;Grinding;Шлифовальный станок 1;2,82;16;3;no;0,78
Обтекатель;Assembly_41;Part_00297;4;Grinding;Шлифовальный станок 1;1,63;16;3;no;0,78
Обтекатель;Assembly_41;Part_00755;4;Grinding;Шлифовальный станок 1;1,15;16;3;no;0,78
Обтекатель;Assembly_45;Part_00687;4;Grinding;Шлифовальный станок 1;1,26;16;3;no;0,78
Обтекатель;Assembly_46;Part_00394;4;Grinding;Шлифовальный станок 1;1,41;16;3;no;0,78
Обтекатель;Assembly_46;Part_00745;4;Grinding;Шлифовальный станок 1;2,38;16;3;no;0,78
Обтекатель;Assembly_5;Part_00295;4;Grinding;Шлифовальный станок 1;2,4;16;3;no;0,78
Обтекатель;Assembly_51;Part_00680;4;Grinding;Шлифовальный станок 1;1,08;16;3;no;0,78
Обтекатель;Assembly_52;Part_00421;4;Grinding;Шлифовальный станок 1;1,42;16;3;no;0,78
Обтекатель;Assembly_52;Part_00597;4;Grinding;Шлифовальный станок 1;1,22;16;3;no;0,78
Обтекатель;Assembly_56;Part_00308;4;Grinding;Шлифовальный станок 1;2,62;16;3;no;0,78
Обтекатель;Assembly_9;Part_00367;4;Grinding;Шлифовальный станок 1;2,5;16;3;no;0,78
Обтекатель;Assembly_11;Part_00688;5;Polishing;Полировальный станок 1;1,34;24;2;yes;1,29
Обтекатель;Assembly_19;Part_01111;5;Polishing;Полировальный станок 1;0,7;24;2;yes;1,29
Обтекатель;Assembly_20;Part_00469;5;Polishing;Полировальный станок 1;1,25;24;2;yes;1,29
Обтекатель;Assembly_25;Part_00220;5;Polishing;Полировальный станок 1;1,31;24;2;yes;1,29
Обтекатель;Assembly_28;Part_00473;5;Polishing;Полировальный станок 1;0,74;24;2;yes;1,29
Обтекатель;Assembly_28;Part_00533;5;Polishing;Полировальный станок 1;1,38;24;2;yes;1,29
Обтекатель;Assembly_29;Part_00966;5;Polishing;Полировальный станок 1;0,71;24;2;yes;1,29
Обтекатель;Assembly_35;Part_00689;5;Polishing;Полировальный станок 1;1,22;24;2;yes;1,29
Обтекатель;Assembly_4;Part_01296;5;Polishing;Полировальный станок 1;0,56;24;2;yes;1,29
Обтекатель;Assembly_40;Part_00510;5;Polishing;Полировальный станок 1;0,91;24;2;yes;1,29
Обтекатель;Assembly_41;Part_00755;5;Polishing;Полировальный станок 1;1,45;24;2;yes;1,29
Обтекатель;Assembly_46;Part_00394;5;Polishing;Полировальный станок 1;1,08;24;2;yes;1,29
Обтекатель;Assembly_46;Part_00745;5;Polishing;Полировальный станок 1;0,5;24;2;yes;1,29
Обтекатель;Assembly_52;Part_00597;5;Polishing;Полировальный станок 1;0,84;24;2;yes;1,29
Обтекатель;Assembly_9;Part_00367;5;Polishing;Полировальный станок 1;1,02;24;2;yes;1,29
Панель управления;Assembly_10;Part_01010;1;Cutting;Ленточнопильный станок 1;0,76;16;2;no;0,53
Панель управления;Assembly_10;Part_01010;2;Milling;Фрезерный станок 1;4,71;16;1;no;1,44
Панель управления;Assembly_10;Part_01010;3;Drilling;Сверлильный станок 1;1,02;16;3;yes;1,1
Панель управления;Assembly_10;Part_01010;4;Grinding;Шлифовальный станок 1;2,97;16;3;no;0,78
Панель управления;Assembly_11;Part_00734;1;Cutting;Ленточнопильный станок 1;1,43;16;2;no;0,53
Панель управления;Assembly_11;Part_00734;2;Milling;Фрезерный станок 1;2,99;16;1;no;1,44
Панель управления;Assembly_11;Part_00734;3;Drilling;Сверлильный станок 1;2;16;3;yes;1,1
Панель управления;Assembly_11;Part_00734;4;Grinding;Шлифовальный станок 1;2,94;16;3;no;0,78
Панель управления;Assembly_12;Part_00205;1;Casting;Литейная установка 1;2,7;;;;
Панель управления;Assembly_12;Part_00205;2;Milling;Фрезерный станок 2;3,87;24;2;yes;0,67
Панель управления;Assembly_12;Part_00205;3;Drilling;Сверлильный станок 1;0,75;16;3;yes;1,1
Панель управления;Assembly_12;Part_00691;1;Cutting;Ленточнопильный станок 1;0,92;16;2;no;0,53
Панель управления;Assembly_12;Part_00691;2;Turning;Токарный станок 2;3,35;16;3;no;1,26
Панель управления;Assembly_12;Part_00691;3;Heat treatment;Печь термообработки 1;6,85;20;1;no;0,2
Панель управления;Assembly_12;Part_00691;4;Grinding;Шлифовальный станок 1;1,56;16;3;no;0,78
Панель управления;Assembly_12;Part_00691;5;Polishing;Полировальный станок 1;1,06;24;2;yes;1,29
